buying_sight,buying_transfer,currency_id,currency_name_eng,mid_rate,period,selling
,0.0168000,MMK,MYANMAR : KYAT (MMK) ,0.0169000,2024-02-02,0.0169000
,0.0265000,KRW,SOUTH KOREA : WON (KRW) ,0.0266000,2024-02-02,0.0267000
,1.1257000,TWD,TAIWAN : DOLLAR (TWD),1.1310000,2024-02-02,1.1362000
,114.3622000,KWD,KUWAIT : DINAR (KWD) ,114.8933000,2024-02-02,115.4243000
,9.3805000,SAR,SAUDI ARABIA : RIYAL (SAR),9.4241000,2024-02-02,9.4676000
,9.5777000,AED,UNITED ARAB EMIRATES : DIRHAM (AED),9.6222000,2024-02-02,9.6666000
,0.3205000,BDT,BANGLADESH : TAKA (BDT),0.3220000,2024-02-02,0.3235000
,1.5390000,CZK,CZECH REPUBLIC : KORUNA (CZK),1.5462000,2024-02-02,1.5533000
,0.0086090,KHR,CAMBODIA : RIEL(KHR) ,0.0086490,2024-02-02,0.0086890
,0.2192000,KES,KENYA : SHILLING (KES) ,0.2202000,2024-02-02,0.2212000
,0.0016960,LAK,LAO PEOPLE'S DEMOCRATIC REPUBLIC : KIP(LAK),0.0017040,2024-02-02,0.0017120
,0.3890000,RUB,RUSSIAN FEDERATION : RUBLE (RUB) ,0.3909000,2024-02-02,0.3927000
,0.0014410,VND,VIET NAM : DONG(VND) ,0.0014480,2024-02-02,0.0014550
,1.1384000,EGP,EGYPT : EGYPTIAN POUND (EGP) ,1.1437000,2024-02-02,1.1490000
,8.8616000,PLN,POLAND : ZLOTY (PLN) ,8.9028000,2024-02-02,8.9439000
,0.1123000,LKR,SRI LANKA : SRI LANKA RUPEE (LKR) ,0.1128000,2024-02-02,0.1133000
,0.0269000,IQD,IRAQ : IRAQI DINAR (IQD) ,0.0270000,2024-02-02,0.0271000
,93.3098000,BHD,BAHRAIN : BAHRAIN DINAR (BHD) ,93.7431000,2024-02-02,94.1764000
,91.3709000,OMR,OMAN : RIAL OMANI (OMR) ,91.7952000,2024-02-02,92.2195000
,49.5951000,JOD,JORDAN : JORDANIAN DINAR (JOD) ,49.8254000,2024-02-02,50.0557000
,9.6497000,QAR,QATAR : QATARI RIAL (QAR) ,9.6945000,2024-02-02,9.7393000
,2.2754000,MVR,MALDIVES : RUFIYAA (MVR) ,2.2860000,2024-02-02,2.2965000
,0.2650000,NPR,NEPAL : NEPALESE RUPEE (NPR) ,0.2663000,2024-02-02,0.2675000
,9.3960000,PGK,PAPUA NEW GUINEA : KINA (PGK) ,9.4397000,2024-02-02,9.4833000
,9.6091000,ILS,ISRAEL : NEW ISRAELI SHEKEL (ILS) ,9.6537000,2024-02-02,9.6983000
,0.0999000,HUF,HUNGARY : FORINT (HUF) ,0.1004000,2024-02-02,0.1009000
35.2515000,35.3459000,USD,USA : DOLLAR (USD) ,35.5066000,2024-02-01,35.6672000
44.4471000,44.5833000,GBP,UNITED KINGDOM : POUND STERING (GBP),45.0136000,2024-02-01,45.4439000
37.8865000,37.9829000,EUR,EURO ZONE : EURO (EUR),38.3590000,2024-02-01,38.7350000
23.7595000,23.8659000,JPY,JAPAN : YEN (100 YEN) (JPY) ,24.2140000,2024-02-01,24.5620000
4.4858000,4.4983000,HKD,HONG KONG : DOLLAR (HKD),4.5415000,2024-02-01,4.5846000
7.3706000,7.4070000,MYR,MALAYSIA : RINGGIT (MYR),7.5092000,2024-02-01,7.6113000
26.1381000,26.2121000,SGD,SINGAPORE : DOLLAR (SGD),26.5028000,2024-02-01,26.7934000
26.0315000,26.1215000,BND,BRUNEI : DOLLAR (BND) ,26.5004000,2024-02-01,26.8793000
0.6057000,0.6087000,PHP,PHILIPPINES : PESO (PHP) ,0.6298000,2024-02-01,0.6509000
2.0765000,2.1593000,IDR,"INDONESIA : RUPIAH (1,000 RUPIAH) (IDR)",2.2604000,2024-02-01,2.3614000
0.4060000,0.4005000,INR,INDIA : RUPEE (INR),0.4297000,2024-02-01,0.4589000
40.6722000,40.7796000,CHF,SWITZERLAND : FRANC (CHF) ,41.1320000,2024-02-01,41.4843000
22.7918000,22.8581000,AUD,AUSTRALIA : DOLLAR (AUD) ,23.2760000,2024-02-01,23.6939000
21.3505000,21.4136000,NZD,NEW ZEALAND : DOLLAR (NZD),21.7377000,2024-02-01,22.0618000
,0.1264000,PKR,PAKISTAN : RUPEE (PKR),0.1270000,2024-02-01,0.1276000
26.0589000,26.1371000,CAD,CANADA : DOLLAR (CAD),26.4128000,2024-02-01,26.6885000
3.3620000,3.3779000,SEK,SWEDEN : KRONA (SEK),3.4129000,2024-02-01,3.4479000
5.0861000,5.1028000,DKK,DENMARK : KRONE (DKK) ,5.1497000,2024-02-01,5.1965000
3.3255000,3.3378000,NOK,NORWAY : KRONE (NOK),3.3757000,2024-02-01,3.4136000
4.8430000,4.8775000,CNY,CHINA : YUAN RENMINBI (CNY),4.9468000,2024-02-01,5.0161000
,2.0527000,MXN,MEXICO : PESO (MXN),2.0621000,2024-02-01,2.0714000
,1.8916000,ZAR,SOUTH AFRICA : RAND (ZAR),1.9002000,2024-02-01,1.9088000
,0.0168000,MMK,MYANMAR : KYAT (MMK) ,0.0169000,2024-02-01,0.0170000
,0.0265000,KRW,SOUTH KOREA : WON (KRW) ,0.0266000,2024-02-01,0.0267000
,1.1307000,TWD,TAIWAN : DOLLAR (TWD),1.1359000,2024-02-01,1.1410000
,114.9460000,KWD,KUWAIT : DINAR (KWD) ,115.4685000,2024-02-01,115.9909000
,9.4253000,SAR,SAUDI ARABIA : RIYAL (SAR),9.4682000,2024-02-01,9.5110000
,9.6229000,AED,UNITED ARAB EMIRATES : DIRHAM (AED),9.6667000,2024-02-01,9.7104000
,0.3221000,BDT,BANGLADESH : TAKA (BDT),0.3236000,2024-02-01,0.3250000
,1.5405000,CZK,CZECH REPUBLIC : KORUNA (CZK),1.5475000,2024-02-01,1.5545000
,0.0086530,KHR,CAMBODIA : RIEL(KHR) ,0.0086920,2024-02-01,0.0087310
,0.2202000,KES,KENYA : SHILLING (KES) ,0.2212000,2024-02-01,0.2222000
,0.0017040,LAK,LAO PEOPLE'S DEMOCRATIC REPUBLIC : KIP(LAK),0.0017120,2024-02-01,0.0017200
,0.3930000,RUB,RUSSIAN FEDERATION : RUBLE (RUB) ,0.3948000,2024-02-01,0.3965000
,0.0014470,VND,VIET NAM : DONG(VND) ,0.0014540,2024-02-01,0.0014600
,1.1439000,EGP,EGYPT : EGYPTIAN POUND (EGP) ,1.1491000,2024-02-01,1.1543000
,8.8327000,PLN,POLAND : ZLOTY (PLN) ,8.8729000,2024-02-01,8.9130000
,0.1119000,LKR,SRI LANKA : SRI LANKA RUPEE (LKR) ,0.1124000,2024-02-01,0.1129000
,0.0270000,IQD,IRAQ : IRAQI DINAR (IQD) ,0.0271000,2024-02-01,0.0272000
,93.7557000,BHD,BAHRAIN : BAHRAIN DINAR (BHD) ,94.1819000,2024-02-01,94.6080000
,91.8075000,OMR,OMAN : RIAL OMANI (OMR) ,92.2248000,2024-02-01,92.6421000
,49.8321000,JOD,JORDAN : JORDANIAN DINAR (JOD) ,50.0586000,2024-02-01,50.2851000
,9.6958000,QAR,QATAR : QATARI RIAL (QAR) ,9.7399000,2024-02-01,9.7839000
,2.2863000,MVR,MALDIVES : RUFIYAA (MVR) ,2.2967000,2024-02-01,2.3071000
,0.2660000,NPR,NEPAL : NEPALESE RUPEE (NPR) ,0.2672000,2024-02-01,0.2684000
,9.4409000,PGK,PAPUA NEW GUINEA : KINA (PGK) ,9.4838000,2024-02-01,9.5267000
,9.7008000,ILS,ISRAEL : NEW ISRAELI SHEKEL (ILS) ,9.7449000,2024-02-01,9.7890000
,0.0997000,HUF,HUNGARY : FORINT (HUF) ,0.1002000,2024-02-01,0.1006000
